dropout,train_acc_pct,val_acc_pct,test_acc_pct,train_loss,val_loss,test_loss
0.0,99.52410932523517,98.88258839226151,98.89,0.013993665889011688,0.04733909864110339,0.03295003503877669
0.3,99.7907562402785,99.03268845897266,99.29,0.006279863349167078,0.03811356167820313,0.025117075403409943
0.5,99.67224650025925,99.08272181454304,99.31,0.00991324573760024,0.04166002546870749,0.020973652195180693
