step,A1,A2,A3,B1,B2,C1,C2,total
172,1,0,1,1,1,6,5,15
173,1,0,1,1,1,6,5,15
174,1,0,1,1,1,6,5,15
175,1,0,1,1,1,6,5,15
176,1,0,1,1,1,6,5,15
177,1,0,1,1,1,6,5,15
178,1,0,1,1,1,6,5,15
179,1,0,1,1,1,6,5,15
180,1,0,1,0,0,6,4,12
181,1,0,1,0,0,6,4,12
182,1,0,1,0,0,6,4,12
183,1,0,1,0,0,6,3,11
184,1,0,1,0,0,6,3,11
185,1,0,1,0,0,6,3,11
186,1,0,1,0,0,6,2,10
187,1,0,1,0,0,6,2,10
188,1,0,1,0,0,6,2,10
189,1,0,1,1,0,6,1,10
190,1,0,1,1,0,6,1,10
191,1,0,1,1,1,6,1,11
192,1,0,1,1,1,6,0,10
193,1,0,1,1,1,5,0,9
194,1,0,1,2,1,5,0,10
195,1,1,1,2,2,5,0,12
196,1,1,1,2,2,4,0,11
197,1,1,1,2,2,4,0,11
198,1,1,2,2,2,4,0,12
199,1,1,2,3,3,4,0,14
200,2,1,2,3,3,4,0,15
201,2,1,2,3,3,4,0,15
202,2,1,2,3,3,4,1,16
203,2,1,2,4,4,4,1,18
204,2,1,2,4,4,5,1,19
205,2,1,2,4,4,5,1,19
206,1,0,1,4,4,5,1,16
207,1,0,1,4,4,5,1,16
208,1,0,1,5,5,5,1,18
209,0,0,0,5,5,5,1,16
210,0,0,0,5,5,5,1,16
211,0,0,0,5,5,5,1,16
212,0,0,0,5,5,5,1,16
213,0,0,0,6,6,5,1,18
214,0,0,0,6,6,5,1,18
215,0,0,0,6,6,5,1,18
216,0,0,0,6,6,5,1,18
217,0,0,0,7,7,5,1,20
218,0,0,0,7,7,5,1,20
219,0,0,0,6,6,5,0,17
220,0,0,0,6,6,5,0,17
221,0,0,0,7,7,5,0,19
222,0,0,0,6,6,5,0,17
223,0,0,0,6,6,5,0,17
224,0,0,0,6,6,5,0,17
225,0,1,0,7,6,5,0,19
226,0,1,0,7,6,5,0,19
227,0,1,0,7,6,5,0,19
228,0,1,0,7,5,5,0,18
229,0,1,0,8,5,5,0,19
230,1,1,0,8,6,5,0,21
231,1,1,0,8,5,5,0,20
232,1,1,1,8,5,4,0,20
233,1,1,1,8,5,4,0,20
234,1,1,1,9,4,4,0,20
235,1,1,1,9,5,3,0,20
236,1,1,1,9,5,3,1,21
237,1,1,1,9,5,3,1,21
238,1,1,1,10,5,3,1,22
239,1,1,1,10,6,3,1,23
240,1,1,1,10,6,4,1,24
241,1,1,1,10,6,4,1,24
242,1,1,1,11,6,4,1,25
243,1,1,1,11,6,4,1,25
244,1,1,1,11,7,4,1,26
245,0,0,0,11,7,4,1,23
246,0,0,0,11,7,4,1,23
247,0,0,0,12,7,4,1,24
248,0,0,0,12,8,4,1,25
249,0,0,0,12,8,4,1,25
250,0,0,0,12,8,4,1,25
251,0,0,0,12,8,4,1,25
252,0,0,0,12,8,4,1,25
253,0,1,0,12,8,4,1,26
254,0,1,0,12,8,4,1,26
255,0,1,0,12,8,4,1,26
256,0,1,0,12,8,4,1,26
257,0,1,0,12,8,4,1,26
258,0,1,0,11,7,4,0,23
259,0,1,0,11,7,4,0,23
260,0,1,0,11,7,4,0,23
261,0,1,0,11,6,4,0,22
262,1,1,1,11,6,4,0,24
263,1,1,1,11,6,4,0,24
264,1,1,1,11,5,4,0,23
265,1,1,1,11,5,4,0,23
266,1,1,1,11,5,4,0,23
267,1,1,1,11,4,4,0,22
268,1,1,1,11,4,4,0,22
269,1,1,1,11,4,4,0,22
270,1,1,1,11,3,4,0,21
271,1,1,1,11,3,3,0,20
272,1,1,1,11,3,3,1,21
273,1,1,1,11,2,3,1,20
274,1,1,1,11,2,2,1,19
275,1,1,1,11,2,2,1,19
276,1,1,1,11,2,3,1,20
277,1,1,1,11,3,3,1,21
278,1,1,1,11,3,3,1,21
279,1,1,1,11,3,3,1,21
280,1,1,1,11,3,3,1,21
281,1,1,1,11,3,3,1,21
282,1,1,1,11,3,3,1,21
283,1,1,1,11,3,3,1,21
284,0,0,0,11,3,3,1,18
285,0,0,0,11,3,3,1,18
286,0,0,0,11,3,3,1,18
287,0,1,0,11,3,3,1,19
288,0,1,0,11,3,3,1,19
289,0,1,0,11,3,3,1,19
290,0,1,0,11,3,3,1,19
291,0,1,0,12,3,3,1,20
292,0,1,0,12,3,3,1,20
293,0,1,0,12,3,3,1,20
294,0,1,0,12,3,3,1,20
295,0,1,0,12,3,3,1,20
296,1,1,0,12,3,3,1,21
297,1,1,0,11,2,3,0,18
298,1,1,1,11,2,3,0,19
299,1,1,1,11,2,3,0,19
300,1,1,1,10,1,3,0,17
301,1,1,1,10,1,3,0,17
302,1,1,1,10,1,3,0,17
303,1,2,1,10,0,3,0,17
304,1,2,1,10,0,3,0,17
305,1,2,1,10,0,3,0,17
306,2,2,1,10,0,4,0,19
307,2,2,2,10,1,4,0,21
308,2,3,2,10,1,4,1,23
309,2,3,2,10,1,4,1,23
310,2,3,2,10,1,3,1,22
311,2,3,2,10,1,3,1,22
312,2,4,2,10,1,3,1,23
313,3,4,2,10,1,2,1,23
314,3,4,2,10,1,2,1,23
315,3,4,2,10,1,2,1,23
316,3,5,3,10,1,2,1,25
317,3,5,3,10,1,2,1,25
318,3,5,3,10,1,2,1,25
319,3,5,3,10,1,2,1,25
320,3,6,3,10,1,2,1,26
321,3,6,3,11,1,2,1,27
322,4,6,3,11,1,2,1,28
323,3,5,3,11,1,2,1,26
324,3,5,3,11,1,2,1,26
325,3,6,3,11,1,2,1,27
326,2,5,2,11,1,2,1,24
327,2,5,2,11,1,2,1,24
328,2,5,2,11,1,2,1,24
329,3,5,2,11,1,2,1,25
330,3,6,3,11,1,2,1,27
331,3,6,3,11,1,2,1,27
332,3,6,3,11,1,2,1,27
333,3,6,3,11,1,2,1,27
334,3,7,3,11,1,2,1,28
335,3,7,3,11,1,2,1,28
336,4,7,3,10,0,2,1,27
337,4,7,4,10,1,2,1,29
338,4,7,4,10,1,2,1,29
339,4,8,4,9,0,2,0,27
340,4,8,4,9,0,2,0,27
341,4,8,4,9,0,2,0,27
342,4,8,4,9,0,3,0,28
343,4,9,4,9,0,3,0,29
344,5,9,5,9,0,3,0,31
345,5,9,5,9,0,3,0,31
346,5,9,5,9,0,3,0,31
347,5,10,5,9,0,3,0,32
348,5,10,5,9,0,3,0,32
349,5,10,5,9,0,2,0,31
350,5,10,5,9,0,2,0,31
351,5,10,6,9,0,2,0,32
352,6,11,6,9,0,1,0,33
353,6,11,6,9,0,1,0,33
354,6,11,6,9,0,1,0,33
355,6,11,6,9,0,1,0,33
356,6,12,6,9,0,1,0,34
357,6,12,7,10,0,1,0,36
358,6,12,7,10,0,1,0,36
359,6,12,7,10,0,1,0,36
360,7,12,7,10,0,1,0,37
361,7,13,7,10,0,1,0,38
362,6,12,6,10,0,1,0,35
363,6,12,6,10,0,1,0,35
364,6,12,6,10,0,1,0,35
365,5,11,6,10,0,1,0,33
366,5,12,6,10,0,1,1,35
367,6,12,6,10,1,1,1,37
368,6,12,6,10,1,1,1,37
369,6,12,6,10,1,1,1,37
370,6,12,6,10,1,1,1,37
371,6,13,6,10,1,1,1,38
372,6,13,7,10,1,1,1,39
373,6,13,7,10,1,1,1,39
374,7,13,7,10,1,1,1,40
375,7,14,7,9,1,1,0,39
376,7,14,7,9,0,1,0,38
377,7,14,7,9,0,1,0,38
378,7,14,7,8,0,2,0,38
379,7,15,7,8,0,2,0,39
380,7,15,8,8,0,2,0,40
381,8,15,8,8,0,2,0,41
382,8,15,8,8,0,2,0,41
383,8,15,8,8,0,2,0,41
384,8,16,8,8,0,2,0,42
385,8,16,8,9,0,2,0,43
386,8,16,8,9,0,2,0,43
387,8,16,8,9,0,2,0,43
388,9,17,9,9,0,1,0,45
389,9,17,9,9,0,1,0,45
390,9,17,9,9,0,1,0,45
391,9,17,9,9,0,0,0,44
392,9,17,9,9,0,0,0,44
393,9,17,9,9,0,0,0,44
394,9,17,9,9,0,0,1,45
395,9,17,9,9,0,0,1,45
396,9,17,9,9,0,0,1,45
397,9,17,9,9,0,0,1,45
398,9,17,9,9,0,0,1,45
399,9,17,9,9,1,0,1,46
400,9,17,9,9,1,0,1,46
401,8,16,8,9,1,0,1,43
402,8,16,8,9,1,0,1,43
403,8,16,8,9,1,0,1,43
404,7,15,7,9,1,0,1,40
405,7,15,7,9,1,0,1,40
406,7,15,7,9,1,0,1,40
407,7,15,7,9,1,0,1,40
408,7,15,7,9,1,0,1,40
409,7,15,7,9,1,0,1,40
410,7,15,7,9,1,1,1,41
411,7,15,7,9,1,1,1,41
412,7,15,7,9,1,1,1,41
413,8,15,7,9,1,1,1,42
414,8,15,7,8,0,1,0,39
415,8,16,7,8,0,1,0,40
416,8,16,7,8,0,1,0,40
417,8,16,7,7,0,1,0,39
418,8,16,7,7,0,1,0,39
419,8,16,8,7,0,1,0,40
420,8,16,8,7,0,1,0,40
421,8,16,8,8,0,1,0,41
422,8,16,8,8,0,1,0,41
423,8,16,8,8,0,1,0,41
424,8,16,8,8,0,1,0,41
425,8,16,8,8,0,1,0,41
426,8,16,8,8,0,1,0,41
427,8,16,8,8,0,0,0,40
428,8,16,8,8,0,0,1,41
429,8,16,8,8,0,0,1,41
430,8,16,8,8,0,0,1,41
431,8,16,8,8,0,0,1,41
432,8,16,8,8,0,0,1,41
433,8,16,8,8,1,0,1,42
434,8,16,8,8,1,0,1,42
435,8,16,8,8,1,0,1,42
436,8,16,8,8,1,0,1,42
437,8,16,8,8,1,0,1,42
438,8,16,8,8,1,0,1,42
439,8,16,8,8,1,0,1,42
440,7,15,7,8,1,0,1,39
441,7,15,7,8,1,0,1,39
442,7,15,7,8,1,0,1,39
443,6,15,6,8,1,0,1,37
444,6,15,6,8,1,1,1,38
445,6,15,6,8,1,1,1,38
446,6,15,6,8,1,1,1,38
447,7,15,7,8,1,1,1,40
448,7,15,7,8,1,1,1,40
449,7,15,7,8,1,1,1,40
450,7,15,7,8,1,1,1,40
451,7,15,7,8,1,1,1,40
452,7,15,7,8,1,1,1,40
453,7,15,7,7,0,1,0,37
454,7,15,7,7,0,1,0,37
455,7,15,7,8,0,1,0,38
456,7,15,7,7,0,1,1,38
457,7,15,7,7,0,1,1,38
458,7,15,7,7,0,1,1,38
459,7,15,7,7,0,1,1,38
460,7,15,7,7,0,1,1,38
461,7,15,7,7,1,1,1,39
462,7,15,7,7,1,1,1,39
463,7,15,7,7,1,1,1,39
464,7,15,7,7,1,1,1,39
465,7,15,7,7,1,1,0,38
466,7,15,7,7,1,0,0,37
467,7,15,7,7,1,0,0,37
468,7,15,7,7,1,0,0,37
469,7,15,7,7,1,0,0,37
470,7,15,7,7,1,0,0,37
471,7,15,7,7,1,0,0,37
472,7,15,7,7,1,0,0,37
473,7,16,7,7,1,0,0,38
474,7,16,7,7,1,1,0,39
475,7,16,7,7,1,1,0,39
476,7,16,7,7,1,1,0,39
477,8,16,7,7,1,1,0,40
478,8,16,7,7,1,1,0,40
479,7,15,6,7,1,1,0,37
480,7,15,6,7,1,1,0,37
481,7,15,6,7,1,1,0,37
482,6,14,5,7,1,1,0,34
483,6,14,6,7,1,1,0,35
484,6,14,6,7,1,1,0,35
485,6,14,6,7,1,1,0,35
486,6,14,6,7,1,1,1,36
487,6,14,6,8,1,1,1,37
488,6,14,6,8,1,1,1,37
489,6,14,6,8,1,1,1,37
490,6,14,6,8,1,1,1,37
491,6,14,6,8,1,1,1,37
492,6,14,6,7,0,1,1,35
493,6,14,6,7,0,1,1,35
494,6,14,6,7,0,1,1,35
495,6,14,6,6,0,1,0,33
496,6,14,6,6,0,1,0,33
497,6,14,6,6,1,1,0,34
498,6,14,6,6,1,1,0,34
499,6,14,6,6,1,1,0,34
500,6,14,6,6,1,1,0,34
