step,A1,A2,A3,B1,B2,C1,C2,total
172,1,0,1,1,1,4,1,9
173,1,0,1,1,1,4,1,9
174,1,0,1,1,1,4,1,9
175,1,0,1,1,1,4,1,9
176,1,0,1,1,1,4,1,9
177,1,0,1,1,1,4,1,9
178,1,0,1,1,1,4,1,9
179,1,0,1,1,1,4,1,9
180,1,0,1,1,1,4,1,9
181,1,0,1,1,1,4,1,9
182,1,0,1,1,1,4,1,9
183,1,0,1,0,0,4,0,6
184,1,0,1,0,0,4,0,6
185,1,0,1,0,0,4,0,6
186,1,0,1,0,0,4,0,6
187,1,0,1,0,0,4,0,6
188,1,0,1,0,0,4,0,6
189,1,0,1,1,0,4,0,7
190,1,0,1,1,0,4,0,7
191,1,0,1,1,1,4,0,8
192,1,0,1,1,1,4,0,8
193,1,0,1,1,1,4,0,8
194,1,0,1,2,1,4,0,9
195,1,1,1,2,2,3,0,10
196,1,1,1,2,2,3,0,10
197,1,1,1,2,2,3,0,10
198,1,1,2,2,2,2,0,10
199,1,1,2,3,3,2,0,12
200,2,1,2,3,2,2,0,12
201,2,1,2,3,2,1,0,11
202,2,1,2,3,2,1,1,12
203,2,1,2,4,3,1,1,14
204,2,1,2,4,3,2,1,15
205,2,1,2,4,3,2,1,15
206,2,1,2,4,3,2,1,15
207,2,1,2,4,3,2,1,15
208,2,1,2,5,4,2,1,17
209,2,1,2,5,4,2,1,17
210,2,1,2,5,4,2,1,17
211,2,1,2,5,4,2,1,17
212,1,0,1,5,4,2,1,14
213,1,0,1,6,5,2,1,16
214,1,0,1,6,5,2,1,16
215,0,0,0,6,5,2,1,14
216,0,0,0,6,5,2,1,14
217,0,0,0,7,6,2,1,16
218,0,0,0,7,6,2,1,16
219,0,0,0,7,6,2,1,16
220,0,0,0,7,6,2,1,16
221,0,0,0,8,7,2,1,18
222,0,0,0,8,7,2,1,18
223,0,0,0,8,7,2,1,18
224,0,0,0,8,7,2,1,18
225,0,1,0,9,8,2,1,21
226,0,1,0,9,8,2,1,21
227,0,1,0,8,7,2,0,18
228,0,1,0,8,7,2,0,18
229,0,1,0,9,7,2,0,19
230,1,1,0,8,7,2,0,19
231,1,1,0,8,7,2,0,19
232,1,1,1,8,7,2,0,20
233,1,1,1,7,6,2,0,18
234,1,1,1,8,6,2,0,19
235,1,1,1,8,7,2,0,20
236,1,1,1,7,6,2,1,19
237,1,1,1,7,6,2,1,19
238,1,1,1,8,6,2,1,20
239,1,1,1,7,6,2,1,19
240,1,1,1,7,6,3,1,20
241,1,1,1,7,6,3,1,20
242,1,1,1,8,5,3,1,20
243,1,1,1,8,5,3,1,20
244,1,1,1,8,6,3,1,21
245,1,1,1,8,5,3,0,19
246,1,1,1,8,5,3,0,19
247,1,1,1,9,5,3,0,20
248,1,1,1,9,5,3,0,20
249,1,1,1,9,5,2,0,19
250,1,1,1,9,5,2,0,19
251,1,1,1,9,4,2,0,18
252,1,1,1,9,4,1,0,17
253,1,2,1,9,4,1,0,18
254,1,2,1,9,3,1,0,17
255,1,2,1,9,3,0,0,16
256,1,2,1,9,3,0,0,16
257,1,2,1,9,2,0,0,15
258,1,2,1,9,2,0,0,15
259,1,2,1,9,2,0,0,15
260,1,2,1,9,2,0,0,15
261,1,2,1,10,2,0,0,16
262,2,2,2,10,2,0,0,18
263,2,2,2,10,2,0,0,18
264,2,2,2,10,2,0,0,18
265,2,2,2,10,2,0,0,18
266,2,2,2,10,2,0,0,18
267,2,2,2,10,2,0,0,18
268,1,1,1,10,2,0,0,15
269,1,1,1,10,2,0,0,15
270,1,1,1,10,2,0,0,15
271,1,1,1,10,2,0,0,15
272,1,1,1,10,2,0,1,16
273,1,1,1,10,2,0,1,16
274,1,1,1,10,2,0,1,16
275,1,1,1,10,2,0,1,16
276,1,1,1,10,2,1,1,17
277,1,1,1,10,3,1,1,18
278,1,1,1,10,3,1,1,18
279,1,1,1,9,2,1,1,16
280,1,1,1,9,2,1,1,16
281,1,1,1,9,2,1,0,15
282,1,1,1,8,1,1,0,13
283,1,1,1,8,1,1,0,13
284,1,1,1,8,1,1,0,13
285,1,1,1,7,0,1,0,11
286,1,1,1,7,0,1,0,11
287,1,2,1,7,0,1,0,12
288,1,2,1,6,0,1,0,11
289,1,2,1,6,0,1,0,11
290,1,2,1,6,0,1,0,11
291,1,2,1,6,0,1,0,11
292,1,2,1,6,0,1,0,11
293,1,2,1,6,0,1,0,11
294,1,2,1,6,0,1,0,11
295,1,2,1,6,0,1,0,11
296,2,2,1,6,0,1,0,12
297,2,2,1,6,0,1,0,12
298,2,2,2,6,0,1,0,13
299,2,2,2,6,0,1,0,13
300,2,2,2,6,0,1,0,13
301,2,2,2,6,0,0,0,12
302,2,2,2,6,0,0,0,12
303,2,3,2,6,0,0,0,13
304,2,3,2,6,0,0,0,13
305,2,3,2,6,0,0,0,13
306,3,3,2,6,0,1,0,15
307,3,3,3,6,1,1,0,17
308,3,4,3,6,1,1,1,19
309,3,4,3,6,1,1,1,19
310,3,4,3,6,1,1,1,19
311,2,3,2,6,1,1,1,16
312,2,4,2,6,1,1,1,17
313,3,4,2,6,1,1,1,18
314,2,3,1,6,1,1,1,15
315,2,3,1,6,1,1,1,15
316,2,4,2,6,1,1,1,17
317,1,3,1,6,1,1,1,14
318,1,3,1,6,1,1,1,14
319,1,3,1,6,1,1,1,14
320,1,4,1,6,1,1,1,15
321,1,4,1,7,1,1,1,16
322,2,4,1,7,1,1,1,17
323,2,4,2,7,1,1,1,18
324,2,4,2,7,1,1,1,18
325,2,5,2,7,1,1,1,19
326,2,5,2,7,1,1,1,19
327,2,5,2,6,0,1,0,16
328,2,5,2,6,0,1,0,16
329,3,5,2,6,0,1,0,17
330,3,6,3,5,0,1,0,18
331,3,6,3,5,0,1,0,18
332,3,6,3,5,0,1,0,18
333,3,6,3,4,0,1,0,17
334,3,7,3,4,0,1,0,18
335,3,7,3,4,0,1,0,18
336,4,7,3,4,0,1,1,20
337,4,7,4,4,1,1,1,22
338,4,7,4,4,1,1,1,22
339,4,8,4,4,1,1,1,23
340,4,8,4,4,1,1,1,23
341,4,8,4,4,1,1,1,23
342,4,8,4,4,1,2,1,24
343,4,9,4,4,1,2,1,25
344,5,9,5,4,1,2,1,27
345,5,9,5,4,1,1,0,25
346,5,9,5,4,1,1,0,25
347,5,10,5,4,1,1,0,26
348,5,10,5,4,1,1,0,26
349,5,10,5,4,1,1,0,26
350,5,10,5,4,1,1,0,26
351,5,10,6,4,1,1,0,27
352,6,11,6,4,1,1,0,29
353,6,11,6,4,1,1,0,29
354,6,11,6,4,1,1,0,29
355,5,10,5,4,1,1,0,26
356,5,11,5,4,1,1,0,27
357,5,11,6,5,1,1,0,29
358,4,10,5,5,1,1,0,26
359,4,10,5,5,1,1,0,26
360,5,10,5,5,1,1,0,27
361,4,10,4,5,1,1,0,25
362,4,10,4,5,1,1,0,25
363,4,10,4,5,1,1,0,25
364,3,9,3,5,1,1,0,22
365,3,9,4,5,1,1,0,23
366,3,10,4,5,1,1,1,25
367,3,9,3,5,2,1,1,24
368,3,9,3,5,2,1,1,24
369,3,9,3,5,2,1,1,24
370,3,9,3,5,2,1,1,24
371,3,10,3,5,2,1,1,25
372,3,10,4,5,2,1,1,26
373,3,10,4,5,2,1,1,26
374,4,10,4,5,2,1,1,27
375,4,11,4,5,2,1,1,28
376,4,11,4,5,2,1,1,28
377,4,11,4,4,1,1,0,25
378,4,11,4,4,1,2,0,26
379,4,12,4,4,1,2,0,27
380,4,12,5,3,0,2,0,26
381,5,12,5,3,0,2,0,27
382,5,12,5,3,0,2,0,27
383,5,12,5,3,0,2,0,27
384,5,13,5,3,0,2,0,28
385,5,13,5,4,0,2,0,29
386,5,13,5,4,0,2,0,29
387,5,13,5,4,0,2,0,29
388,6,14,6,4,0,2,0,32
389,6,14,6,4,0,2,0,32
390,6,14,6,4,0,2,0,32
391,6,14,6,4,0,1,0,31
392,6,14,6,4,0,1,0,31
393,6,14,6,4,0,1,0,31
394,6,14,6,4,0,0,1,31
395,6,14,6,4,0,0,1,31
396,6,14,6,4,0,0,1,31
397,6,14,6,4,0,0,1,31
398,6,14,6,4,0,0,1,31
399,6,14,6,4,1,0,1,32
400,6,14,6,4,1,0,1,32
401,6,14,6,4,1,0,1,32
402,6,14,6,4,1,0,1,32
403,6,14,6,4,1,0,1,32
404,6,14,6,4,1,0,1,32
405,6,14,6,4,1,0,1,32
406,6,14,6,4,1,0,1,32
407,5,13,5,4,1,0,1,29
408,5,13,5,4,1,0,1,29
409,5,13,5,4,1,0,1,29
410,4,12,4,4,1,1,1,27
411,4,12,4,4,1,1,1,27
412,4,12,4,4,1,1,1,27
413,4,11,3,4,1,1,1,25
414,4,11,3,4,1,1,1,25
415,4,12,3,4,1,1,1,26
416,4,12,3,4,1,1,1,26
417,4,12,3,4,1,1,1,26
418,4,12,3,4,1,1,1,26
419,4,12,4,4,1,1,1,27
420,4,12,4,4,1,1,1,27
421,4,12,4,5,1,1,1,28
422,4,12,4,5,1,1,1,28
423,4,12,4,4,0,1,0,25
424,4,12,4,4,0,1,0,25
425,4,12,4,4,0,1,0,25
426,4,12,4,4,0,1,0,25
427,4,12,4,4,0,1,0,25
428,4,12,4,4,0,1,1,26
429,4,12,4,4,0,1,1,26
430,4,12,4,4,0,1,1,26
431,4,12,4,4,0,1,1,26
432,4,12,4,4,0,1,1,26
433,4,12,4,4,1,1,1,27
434,4,12,4,4,1,0,1,26
435,4,12,4,4,1,0,1,26
436,4,12,4,4,1,0,1,26
437,4,12,4,4,1,0,0,25
438,4,12,4,4,1,0,0,25
439,4,12,4,4,1,0,0,25
440,4,12,4,4,1,0,0,25
441,4,12,4,4,1,0,0,25
442,4,12,4,4,1,0,0,25
443,4,13,4,4,1,0,0,26
444,4,13,4,4,1,1,0,27
445,4,13,4,4,1,1,0,27
446,4,13,4,4,1,1,0,27
447,5,13,5,4,1,1,0,29
448,5,13,5,4,1,1,0,29
449,5,13,5,4,1,1,0,29
450,4,12,4,4,1,1,0,26
451,4,12,4,4,1,1,0,26
452,4,12,4,4,1,1,0,26
453,3,11,3,4,1,1,0,23
454,3,11,3,4,1,1,0,23
455,3,11,3,5,1,1,0,24
456,2,10,2,5,1,1,1,22
457,2,10,2,5,1,1,1,22
458,2,10,2,5,1,1,1,22
459,1,9,1,5,1,1,1,19
460,1,9,1,5,1,1,1,19
461,1,9,1,5,2,1,1,20
462,0,8,0,5,2,1,1,17
463,0,8,0,5,2,1,1,17
464,0,8,0,5,2,1,1,17
465,0,8,0,5,2,1,1,17
466,0,8,0,5,2,1,1,17
467,0,8,0,5,2,1,1,17
468,0,8,0,5,2,1,1,17
469,0,8,0,5,2,1,1,17
470,0,8,0,5,2,1,1,17
471,0,8,0,5,2,1,1,17
472,0,8,0,4,1,1,0,14
473,0,9,0,4,1,1,0,15
474,0,9,0,4,1,2,0,16
475,0,9,0,3,0,2,0,14
476,0,9,0,3,0,2,0,14
477,1,9,0,3,0,2,0,15
478,1,9,0,2,0,2,0,14
479,1,9,0,2,0,2,0,14
480,1,9,0,2,0,2,0,14
481,1,9,0,2,0,2,0,14
482,1,9,0,2,0,2,0,14
483,1,9,1,2,0,2,0,15
484,1,9,1,2,0,2,0,15
485,1,9,1,2,0,2,0,15
486,1,9,1,2,0,2,1,16
487,1,9,1,3,0,2,1,17
488,1,9,1,3,0,2,1,17
489,1,9,1,3,0,1,1,16
490,1,9,1,3,0,1,1,16
491,1,9,1,3,0,1,1,16
492,1,9,1,3,0,1,1,16
493,1,9,1,3,0,1,1,16
494,1,9,1,3,0,1,1,16
495,1,9,1,3,0,1,1,16
496,1,9,1,3,0,1,1,16
497,1,9,1,3,1,1,1,17
498,1,9,1,3,1,1,1,17
499,0,8,0,3,1,1,1,14
500,0,8,0,3,1,1,1,14
