model_id,hidden_layers,train_min_acc_pct,train_max_acc_pct,train_mean_acc_pct,test_min_acc_pct,test_max_acc_pct,test_mean_acc_pct
M1,20,93.96078431372548,95.2156862745098,94.6980392156863,90.48178613396006,92.36192714453584,91.60987074030552
M2,60,95.37254901960785,97.25490196078431,96.48627450980392,90.24676850763808,91.7743830787309,91.23384253819037
M3,"80,40",97.6470588235294,99.13725490196079,98.50980392156863,91.42185663924795,93.41950646298473,92.43243243243244
